Calendar_date,day_of_week_num,route_id,bus_id,stop_sequence,arrival_delay,dwell_time,travel_time_for_previous_section,scheduled_travel_time,upstream_stop_delay,origin_delay,previous_bus_delay,previous_trip_travel_time,traffic_condition,recurrent_delay,weather,temperature,day_of_week,time_of_day,factor(weather)Light_Rain,factor(weather)Light_Snow,factor(weather)Normal,factor(weather)Rain,factor(weather)Snow,factor(temperature)Cold,factor(temperature)Extra_cold,factor(temperature)Normal,factor(day_of_week)weekday,factor(day_of_week)weekend,factor(time_of_day)Afternoon_peak,factor(time_of_day)Morning_peak,factor(time_of_day)Off-peak
2022-05-24,1,4,41727,21,67,54,46,108,72,188,-7,78,72.333336,65.22652,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-24,3,4,44062,24,-72,20,43,149,-18,25,3,85,84.666664,84.210526,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-05-18,2,4,44417,19,169,19,97,69,180,24,284,40,40.666668,42.511112,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-26,5,4,41344,26,74,0,27,58,81,111,20,55,53.0,53.40625,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-06-14,1,4,41361,7,138,21,42,95,132,10,36,58,65.333336,67.692856,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-03,1,4,44059,2,149,73,134,60,94,140,149,52,52.333332,47.038834,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-26,1,4,41362,5,244,60,75,104,178,153,150,125,106.666664,102.1,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-14,3,4,41354,24,5,14,33,138,27,16,-162,76,86.0,84.07143,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-05-11,2,4,41372,18,212,22,86,101,177,183,342,79,76.333336,86.57062,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-23,2,4,44066,22,-43,0,71,81,-6,15,316,50,68.0,55.869564,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-17,3,4,41362,13,19,58,34,95,-48,23,71,119,99.0,91.93636,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-06-22,2,4,45543,24,472,0,33,126,531,409,170,81,76.333336,89.11892,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-12,6,4,41727,5,239,48,85,121,222,191,623,125,113.666664,105.127075,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-03,1,4,41345,18,-18,25,73,87,-5,47,-6,52,87.666664,77.960526,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-10,0,4,45540,19,208,32,64,69,203,26,403,38,47.333332,46.0,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-02-26,5,4,45538,20,437,25,36,111,476,358,286,44,47.666668,52.215385,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-29,6,4,44063,21,-44,21,58,98,-4,31,197,47,58.666668,60.151077,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-22,4,4,41344,3,300,18,61,69,307,200,96,44,44.333332,41.241665,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-02,2,4,44411,23,-56,14,64,65,-40,10,-13,39,41.0,44.0,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-03-10,3,4,44415,27,-75,19,60,147,9,36,31,77,62.333332,48.780823,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-24,4,4,41374,14,245,23,53,105,250,123,31,76,88.0,90.628204,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-07,5,4,41734,16,234,20,41,119,226,36,125,77,76.333336,92.09333,Light Rain,Normal,weekend,OP,1,0,0,0,0,0,0,1,0,1,0,0,1
2022-06-05,6,4,44061,20,268,8,32,93,303,82,-40,47,49.333332,47.828125,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-27,3,4,44061,23,205,27,43,60,199,18,-56,34,37.333332,41.115383,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-04,0,4,41343,1,61,0,0,180,49,49,27,129,153.33333,166.56363,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-16,0,4,41360,16,173,25,54,139,165,22,104,123,109.333336,102.04386,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-10,0,4,41365,7,98,22,43,95,67,16,30,72,71.333336,68.22222,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-03-08,1,4,41374,26,-32,17,39,81,-59,38,142,67,66.666664,63.28846,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-31,3,4,41351,5,56,47,119,121,7,12,566,134,132.0,120.458336,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-05,1,4,41346,18,-6,20,90,87,5,28,142,94,92.666664,88.751724,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-05-02,0,4,44411,5,266,63,220,121,190,48,8,121,123.0,117.632355,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-22,4,4,45533,26,409,20,37,87,426,31,224,86,81.0,67.28369,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-21,5,4,45542,24,147,17,44,115,155,350,251,75,93.333336,84.900665,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-27,2,4,45545,24,290,15,46,149,351,291,-137,92,87.0,92.69375,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-15,2,4,45530,11,148,27,127,183,207,10,-67,74,90.666664,88.55556,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-16,2,4,45536,24,83,14,49,138,115,15,159,93,90.666664,92.269844,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-07,5,4,41347,1,62,0,0,180,86,86,-20,142,170.66667,156.27702,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-14,0,4,44056,2,34,29,114,60,9,15,122,43,41.666668,47.380283,Normal,Extra cold,weekday,MP,0,0,1,0,0,0,1,0,1,0,0,1,0
2022-06-16,3,4,44057,17,55,28,141,93,54,78,57,48,60.333332,72.13402,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-24,6,4,41371,16,444,32,40,159,469,112,489,102,96.333336,107.79091,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-27,3,4,41725,16,10,19,53,179,75,31,43,111,128.66667,122.548386,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-26,3,4,41351,27,-227,0,42,133,-122,159,-107,36,38.0,45.77686,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-10,3,4,41365,22,157,28,46,66,156,46,146,50,41.333332,51.37705,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-27,6,4,44411,1,115,0,0,120,84,84,376,118,155.0,168.34782,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-13,4,4,41346,10,360,21,39,135,342,171,3,111,112.666664,106.18033,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-11,4,4,41731,1,561,0,0,180,621,621,-1,166,187.0,166.875,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-08,1,4,41345,3,63,30,61,55,48,45,-18,52,44.333332,40.633335,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-15,1,4,45536,10,42,23,35,101,12,-7,67,98,104.333336,116.779526,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-01-12,2,4,41733,14,-46,20,92,157,7,34,107,121,108.333336,105.42857,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-09,6,4,41359,7,184,0,36,79,200,150,143,50,55.666668,70.0,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-28,4,4,41359,3,15,19,42,69,15,37,-62,37,50.333332,47.82353,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-16,2,4,44410,14,242,39,94,157,248,117,42,105,99.333336,93.075,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-09,0,4,41352,27,-146,22,66,174,-32,32,-350,45,46.666668,50.89401,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-04,4,4,45535,2,-13,53,126,90,-38,16,-34,38,45.333332,53.6875,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-06-05,6,4,44061,10,314,48,37,118,271,82,-14,103,100.666664,106.57031,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-31,3,4,41373,4,73,28,40,156,99,8,184,112,98.0,90.28236,Normal,Extra cold,weekday,MP,0,0,1,0,0,0,1,0,1,0,0,1,0
2022-04-26,1,4,41731,25,-120,15,59,57,-122,35,72,39,50.666668,43.188812,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-23,2,4,45538,14,23,75,94,157,-6,6,175,86,95.0,96.33945,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-06,6,4,41729,23,-24,18,36,55,-31,8,261,38,37.333332,41.80488,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-28,3,4,45538,11,614,16,92,129,642,704,261,73,85.666664,78.757965,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-15,5,4,44056,26,-82,0,35,73,-67,61,291,50,50.0,51.76923,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-06-10,4,4,45531,25,580,39,89,69,569,53,1176,64,56.333332,48.219513,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-24,3,4,41353,3,75,20,47,69,86,40,44,46,49.0,42.948277,Light Rain,Normal,weekday,OP,1,0,0,0,0,0,0,1,1,0,0,0,1
2022-05-05,3,4,41377,19,-56,41,82,93,-41,25,-2,40,48.0,52.72222,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-05-04,2,4,41371,4,30,19,46,188,62,33,25,141,121.666664,113.61039,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-01,4,4,41365,10,68,37,34,101,34,14,211,101,97.666664,110.55294,Normal,Extra cold,weekday,MP,0,0,1,0,0,0,1,0,1,0,0,1,0
2022-04-04,0,4,41343,17,-34,81,104,108,-69,42,95,122,105.666664,98.40151,Light Rain,Normal,weekday,AP,1,0,0,0,0,0,0,1,1,0,1,0,0
2022-02-23,2,4,45536,14,4,43,97,157,2,11,13,93,115.666664,104.37313,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-10,6,4,44059,2,351,44,141,60,324,363,9,54,47.666668,48.764706,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-19,2,4,44416,3,-17,21,45,69,-17,15,18,44,41.333332,46.590908,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-08,1,4,44063,24,35,22,43,126,58,15,-30,86,83.0,83.8125,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-08,4,4,41353,19,96,27,48,69,101,272,234,51,47.333332,46.975807,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-24,3,4,41733,2,135,72,165,75,74,89,47,55,50.666668,53.402985,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-26,2,4,45540,3,84,22,47,82,96,132,78,41,43.666668,46.236843,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-04,4,4,41366,24,-83,16,48,138,-58,11,192,84,85.333336,92.93421,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-20,2,4,41368,13,22,55,34,107,-39,20,320,88,85.0,90.60294,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-29,6,4,41343,22,180,0,65,73,207,49,341,41,53.666668,53.718517,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-02-09,2,4,45538,16,165,40,55,179,195,33,-100,78,98.666664,108.128204,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-05,3,4,44066,10,413,70,35,135,366,285,-17,123,118.666664,110.94267,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-28,0,4,41731,7,85,18,76,79,78,7,101,59,64.333336,68.92857,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-02-05,5,4,41731,5,122,33,81,104,98,175,9,115,102.0,103.35897,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-25,4,4,44065,25,335,22,66,53,332,90,7,40,40.0,39.636364,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-10,6,4,44056,2,137,98,199,75,76,57,64,47,42.0,49.833332,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-04,0,4,41354,4,37,37,43,188,88,176,144,124,119.666664,116.88971,Light Rain,Normal,weekday,OP,1,0,0,0,0,0,0,1,1,0,0,0,1
2022-06-19,6,4,41732,13,-12,72,24,82,-59,16,122,87,90.0,93.92,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-28,0,4,41377,9,76,50,105,66,58,46,122,40,41.333332,38.142857,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-14,1,4,41344,6,285,27,131,52,250,31,79,59,70.333336,50.97814,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-10,1,4,45540,23,8,13,40,60,-9,82,24,40,38.0,38.34375,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-16,3,4,44065,19,166,41,66,69,161,182,437,33,35.666668,46.895832,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-09,2,4,41725,25,-106,27,97,69,-117,132,282,46,47.0,47.448277,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-05-18,2,4,41731,11,16,22,136,146,64,27,7,56,103.0,77.9023,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-01,6,4,44418,24,274,10,34,92,297,441,-67,51,59.666668,67.753624,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-05,3,4,41375,23,224,14,44,50,226,89,222,42,37.333332,37.056076,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-13,0,4,44069,18,335,33,89,101,335,80,-21,82,77.666664,93.560486,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-16,2,4,41729,10,42,31,35,118,17,18,53,114,112.0,114.37143,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-17,6,4,41357,13,198,94,47,82,96,39,234,93,100.666664,94.9646,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-24,0,4,44069,23,-69,18,45,65,-69,49,-90,31,34.333332,41.90625,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-24,3,4,44069,20,233,32,33,93,248,29,55,42,45.333332,49.085106,Light Rain,Normal,weekday,OP,1,0,0,0,0,0,0,1,1,0,0,0,1
2022-04-08,4,4,41731,26,93,10,44,94,112,12,-151,59,66.666664,68.13492,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-29,5,4,41363,4,-28,25,35,156,16,53,-62,102,101.333336,101.94444,Light Rain,Normal,weekend,OP,1,0,0,0,0,0,0,1,0,1,0,0,1
2022-06-22,2,4,45543,21,164,53,102,108,158,24,7,79,71.333336,66.0892,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-16,2,4,44065,18,420,34,58,72,396,40,111,47,72.333336,73.23077,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-17,3,4,45531,7,430,16,65,95,445,367,43,70,67.0,77.34375,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-27,6,4,44066,6,125,40,102,52,52,12,67,48,54.0,49.10294,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-18,4,4,41364,15,-9,26,83,87,-8,24,28,46,49.333332,57.253845,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-12,5,4,41376,17,405,30,103,93,418,75,104,72,62.666668,65.06896,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-20,6,4,41350,10,-6,21,33,118,2,6,475,98,100.333336,106.21739,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-25,4,4,45541,10,113,37,47,118,85,13,183,94,105.333336,117.84028,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-01-26,2,4,41365,14,-16,25,59,176,58,20,111,113,108.666664,101.588234,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-10,0,4,41356,5,148,25,129,104,137,9,35,113,111.333336,96.125,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-05-13,4,4,41733,6,1,28,114,68,-10,9,191,64,64.666664,56.104267,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-31,3,4,41360,13,-16,17,59,118,4,36,111,107,104.0,91.76515,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-24,6,4,41355,19,252,48,53,57,226,30,210,47,41.666668,39.875,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-26,1,4,45538,15,455,44,100,108,465,549,104,69,56.666668,59.042553,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-11,4,4,41359,5,92,35,100,104,56,31,272,100,98.666664,107.92647,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-20,2,4,45536,22,377,19,43,89,410,268,-5,40,46.333332,55.94366,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-16,2,4,44059,16,27,23,57,198,88,25,-178,95,130.0,127.23894,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-09,2,4,41363,20,22,35,33,147,90,23,231,52,66.0,58.419353,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-17,3,4,44093,1,32,0,0,180,5,5,-8,127,139.0,165.83824,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-21,1,4,44415,7,364,35,96,127,366,84,284,186,132.66667,79.17083,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-01,1,4,41734,11,12,17,106,129,66,15,31,98,85.0,77.902435,Normal,Extra cold,weekday,AP,0,0,1,0,0,0,1,0,1,0,1,0,0
2022-03-16,2,4,45545,1,230,0,0,180,264,264,13,167,145.33333,168.07317,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-14,1,4,41366,25,663,26,81,57,643,237,190,46,48.666668,45.077778,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-02,0,4,44413,19,85,22,101,82,92,76,157,38,43.0,47.0,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-08,1,4,41359,1,-8,0,0,180,6,6,19,166,188.0,169.07843,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-16,3,4,44412,7,58,21,34,112,76,21,94,63,73.666664,76.64463,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-30,3,4,45536,9,648,45,98,76,649,525,99,38,40.666668,41.7907,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-19,1,4,44413,25,55,27,96,57,21,15,145,36,43.333332,45.058334,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-13,6,4,41726,17,254,88,83,78,175,20,142,85,63.666668,60.419353,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-03,1,4,44059,11,24,19,122,146,83,20,56,115,103.333336,72.022224,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-08,4,4,41726,19,88,36,60,69,81,16,107,38,37.333332,46.45082,Snow,Normal,weekday,OP,0,0,0,0,1,0,0,1,1,0,0,0,1
2022-01-22,5,4,41730,23,229,19,51,55,223,89,378,39,35.666668,38.19355,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-03-16,2,4,45545,15,213,41,82,75,200,30,299,49,48.0,49.116665,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-21,3,4,41364,19,122,12,94,57,91,80,338,37,36.0,41.553192,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-09,3,4,41347,11,398,19,130,146,448,227,829,72,82.666664,71.9186,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-17,3,4,45529,3,10,26,42,69,15,13,31,36,35.0,41.625,Light Snow,Normal,weekday,OP,0,1,0,0,0,0,0,1,1,0,0,0,1
2022-03-17,3,4,41343,15,16,44,114,108,25,15,-64,49,54.0,58.08108,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-05-06,4,4,41365,6,353,42,142,52,305,184,479,63,50.333332,52.178806,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-02,2,4,44418,11,-4,31,121,129,12,23,66,81,85.0,76.85714,Normal,Cold,weekday,AP,0,0,1,0,0,1,0,0,1,0,1,0,0
2022-05-27,4,4,41363,19,86,31,102,69,87,31,501,35,37.333332,42.365715,Light Rain,Normal,weekday,AP,1,0,0,0,0,0,0,1,1,0,1,0,0
2022-03-14,0,4,41376,24,317,14,50,126,352,16,-103,64,69.0,81.02198,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-18,1,4,41355,10,52,38,29,118,38,22,-52,116,101.0,114.53333,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-03-22,1,4,44093,25,140,61,67,69,86,47,409,46,54.333332,43.46212,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-06-11,5,4,41725,24,372,50,33,115,350,211,223,88,92.0,87.0359,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-04,2,4,41355,4,-8,29,47,156,9,36,-1,89,82.333336,105.81944,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-05-13,4,4,44058,24,-17,17,31,149,43,151,353,95,81.333336,92.53939,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-05,1,4,41395,21,107,44,44,108,107,28,52,92,73.333336,64.479164,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-27,3,4,44061,14,-23,24,58,139,17,25,-29,109,99.666664,99.75,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-09,5,4,41362,11,169,18,104,110,200,22,64,69,72.333336,65.02062,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-18,4,4,45529,2,-38,43,128,90,-41,11,7,47,51.333332,52.155556,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-26,2,4,45539,12,98,29,66,92,102,28,64,39,38.666668,34.444443,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-18,5,4,45545,27,123,0,50,133,219,39,-238,38,41.666668,48.02927,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-05,3,4,44056,17,27,62,100,93,-24,15,114,87,81.333336,87.489365,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-24,3,4,41356,26,154,0,33,94,204,8,-81,54,79.333336,70.597015,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-11,4,4,45542,12,-86,16,97,123,-15,25,-121,37,47.0,50.756756,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-08,1,4,41726,22,193,31,43,81,205,141,205,73,52.666668,60.626087,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-07,0,4,41357,27,-1,13,51,147,94,14,-84,38,40.333332,58.853657,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-05-28,5,4,44058,25,-38,14,65,53,-48,19,239,38,37.0,36.67832,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-24,3,4,45532,11,197,25,115,129,207,79,72,68,63.0,76.736435,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-05-08,6,4,44066,1,33,0,0,180,95,95,151,199,167.0,155.52777,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-25,2,4,44058,24,58,30,37,138,75,81,252,81,84.666664,89.84916,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-23,6,4,44414,25,-24,16,68,53,-31,6,285,44,43.0,41.275864,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-02-22,1,4,44415,2,168,66,203,90,147,124,321,69,64.666664,54.1,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-04-22,4,4,41348,15,12,41,99,97,9,56,296,56,50.0,55.58602,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
