Calendar_date,day_of_week_num,route_id,bus_id,stop_sequence,arrival_delay,dwell_time,travel_time_for_previous_section,scheduled_travel_time,upstream_stop_delay,origin_delay,previous_bus_delay,previous_trip_travel_time,traffic_condition,recurrent_delay,weather,temperature,day_of_week,time_of_day,factor(weather)Light_Rain,factor(weather)Light_Snow,factor(weather)Normal,factor(weather)Rain,factor(weather)Snow,factor(temperature)Cold,factor(temperature)Extra_cold,factor(temperature)Normal,factor(day_of_week)weekday,factor(day_of_week)weekend,factor(time_of_day)Afternoon_peak,factor(time_of_day)Morning_peak,factor(time_of_day)Off-peak
2022-03-17,3,4,44064,8,76,23,79,116,77,69,55,105,91.0,84.32927,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-06,6,4,41344,6,169,43,95,38,105,22,87,32,39.0,43.309525,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-12,2,4,45537,23,209,25,54,65,204,31,-134,36,49.0,42.5,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-04-07,3,4,41351,20,107,44,43,111,121,13,83,54,50.333332,52.042736,Light Snow,Normal,weekday,AP,0,1,0,0,0,0,0,1,1,0,1,0,0
2022-04-14,3,4,45530,9,120,30,65,66,121,53,65,30,31.0,38.35294,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-12,2,4,41378,25,102,36,121,57,88,30,61,32,34.333332,38.5,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-16,2,4,44059,21,140,23,51,108,186,25,53,68,75.0,66.504425,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-16,6,4,41362,16,144,24,55,139,161,10,124,86,103.666664,100.85714,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-18,2,4,45541,9,104,44,116,76,75,16,52,35,33.333332,38.897728,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-04,4,4,41364,21,86,32,68,108,119,11,-47,48,57.0,62.547947,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-23,2,4,44069,6,153,23,117,52,117,16,122,54,45.333332,50.52459,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-28,4,4,44418,15,144,41,129,108,160,65,11,53,58.666668,58.55263,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-06,2,4,41365,25,200,76,75,48,122,46,-68,35,40.666668,41.76852,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-27,3,4,45541,9,231,52,69,57,188,41,93,37,60.666668,45.833332,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-03,3,4,45542,10,233,46,51,118,199,38,-3,102,115.333336,113.521736,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-14,4,4,41729,11,140,27,101,129,188,-8,-20,62,62.666668,86.916664,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-14,0,4,41363,11,119,28,98,129,161,23,-25,82,70.666664,81.54794,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-11,0,4,45538,8,106,25,73,97,98,14,81,69,66.333336,76.765305,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-06-23,3,4,41732,9,63,36,97,66,54,28,80,31,31.333334,46.88298,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-22,1,4,41352,3,82,19,52,55,52,39,64,37,39.666668,42.119404,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-08,1,4,41379,24,193,13,40,92,200,27,-18,70,76.666664,71.0625,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-21,4,4,41372,14,176,64,84,157,164,70,111,86,121.666664,108.71429,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-02-18,4,4,45538,20,198,48,53,111,208,27,66,61,51.666668,54.393444,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-05-04,2,4,41350,19,92,35,92,82,93,16,2,37,35.333332,45.5618,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-22,1,4,44411,7,187,21,43,95,182,9,99,62,78.333336,68.57353,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-20,4,4,41348,22,121,10,94,96,135,21,70,45,50.0,62.192307,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-26,5,4,41376,14,252,31,81,124,222,110,62,112,89.333336,90.046875,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-05-03,1,4,45544,1,200,0,0,180,164,164,-3,157,137.0,139.78476,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-05-06,4,4,44069,11,209,28,121,129,253,83,-77,71,71.333336,88.31401,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-06-07,1,4,45538,9,169,39,83,66,145,2,131,33,35.333332,37.263157,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-13,4,4,45545,16,116,43,44,139,109,75,123,94,100.0,102.22581,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-08,4,4,45539,16,61,26,53,198,138,35,-83,113,119.666664,117.08036,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-25,1,4,41364,4,36,26,36,156,90,21,47,81,81.0,86.416664,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-02-11,4,4,41373,21,157,46,66,108,156,78,-49,50,56.333332,61.477272,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-04-21,3,4,41346,14,237,50,101,157,252,25,62,123,114.0,99.854836,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-06-12,6,4,44056,12,74,24,102,123,118,29,-79,27,28.0,40.88372,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-21,4,4,45534,16,169,24,69,179,156,25,-52,126,132.0,121.14286,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-05-05,3,4,41372,26,128,0,43,94,131,55,109,115,89.333336,68.98964,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-15,1,4,45537,23,234,15,47,65,242,62,42,33,39.666668,43.23077,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-23,2,4,41376,8,123,23,90,116,132,14,123,94,84.666664,82.382355,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-11,2,4,41371,3,220,12,40,82,221,172,-44,35,37.666668,46.463768,Rain,Normal,weekday,AP,0,0,0,1,0,0,0,1,1,0,1,0,0
2022-06-13,0,4,44069,15,219,103,84,108,166,80,-92,70,58.666668,57.51613,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-18,1,4,41353,21,130,20,49,78,147,14,-25,40,47.666668,54.2,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-23,0,4,45535,22,269,42,89,89,237,26,19,48,44.333332,53.480663,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-09,6,4,41359,16,218,15,42,119,218,150,118,105,95.0,106.6,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-17,1,4,44414,17,100,68,99,108,79,15,94,107,135.0,105.15151,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-05-18,2,4,41343,5,93,35,77,104,83,33,4,88,89.0,108.10256,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-09,2,4,45538,3,48,0,38,55,66,69,-6,44,41.333332,40.97059,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-21,0,4,41731,6,147,16,113,60,115,201,95,74,64.0,54.453335,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-19,5,4,44059,18,204,24,44,87,174,56,61,53,84.666664,81.56962,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-25,4,4,41354,12,175,51,93,107,161,33,143,86,50.0,45.509434,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-18,2,4,41352,7,188,23,88,95,183,27,104,63,70.333336,68.293106,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-02,2,4,41359,13,303,68,61,82,256,73,-18,64,66.0,74.93104,Normal,Extra cold,weekday,OP,0,0,1,0,0,0,1,0,1,0,0,0,1
2022-05-07,5,4,41375,16,105,0,35,139,151,31,129,78,87.333336,103.73548,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-06-27,0,4,44058,14,143,22,73,124,155,70,139,122,99.666664,93.110344,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-23,5,4,41367,11,56,30,103,146,109,53,26,80,72.333336,77.649254,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-29,1,4,45545,24,76,18,34,126,115,44,78,63,67.666664,85.14815,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-14,3,4,41732,3,89,18,48,69,97,16,27,37,43.0,44.57944,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-24,3,4,41355,7,129,19,74,112,150,55,90,74,65.666664,75.35,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-29,1,4,45545,1,157,0,0,120,133,133,0,110,134.0,158.95349,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-04-07,3,4,45530,9,111,44,67,66,97,138,76,27,35.333332,38.009804,Light Rain,Normal,weekday,OP,1,0,0,0,0,0,0,1,1,0,0,0,1
2022-05-10,1,4,41729,25,121,19,60,48,114,89,-11,35,33.666668,41.944,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-04-29,4,4,41359,3,64,17,62,82,91,30,58,36,43.0,46.75269,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-05-28,5,4,45530,20,181,17,47,93,200,26,13,45,48.333332,47.70115,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-02-08,1,4,44061,17,158,65,160,108,123,78,-82,66,77.666664,87.62264,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-10,3,4,44413,16,220,23,49,119,237,7,116,84,80.333336,104.881355,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-04-09,5,4,41370,8,86,28,67,116,90,17,30,93,81.666664,80.50538,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-08,1,4,45538,14,82,36,96,176,94,30,19,115,89.0,94.396225,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-18,4,4,45534,3,149,8,59,69,168,109,71,45,39.666668,40.90278,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-01-12,2,4,45537,25,61,13,65,57,73,23,0,33,38.666668,39.090908,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-04,5,4,44416,7,101,16,35,95,112,11,72,66,69.0,65.795456,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-06-05,6,4,45531,21,180,39,55,98,184,199,4,53,47.666668,52.01653,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-19,1,4,44415,12,228,23,109,92,232,52,81,32,39.666668,47.387436,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-13,6,4,41370,9,76,38,53,57,70,27,18,33,32.666668,35.96154,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-17,3,4,41356,27,61,0,66,147,172,5,-239,39,43.666668,57.741936,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-09,2,4,45538,9,135,96,101,66,66,24,-14,27,39.0,39.851852,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-08,1,4,41351,26,36,17,41,94,31,324,79,72,72.333336,64.11667,Snow,Normal,weekday,MP,0,0,0,0,1,0,0,1,1,0,0,1,0
2022-02-02,2,4,41357,23,82,17,69,60,80,14,45,42,44.666668,39.307693,Normal,Extra cold,weekday,AP,0,0,1,0,0,0,1,0,1,0,1,0,0
2022-02-13,6,4,45545,27,79,21,70,133,149,47,60,37,41.0,52.761906,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-29,4,4,41349,22,61,13,74,89,83,40,0,59,53.333332,58.56376,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-31,0,4,41351,18,312,29,76,101,255,19,-38,54,109.0,104.38461,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-02-08,1,4,41352,3,158,33,53,69,132,25,71,38,45.0,43.541668,Light Rain,Normal,weekday,OP,1,0,0,0,0,0,0,1,1,0,0,0,1
2022-03-10,3,4,41728,11,58,19,114,129,109,8,33,54,75.0,74.26582,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-10,3,4,41729,3,116,10,72,69,120,11,-45,56,44.333332,47.13158,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-18,4,4,44064,11,147,29,106,129,178,15,-9,60,57.333332,73.210526,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-13,2,4,44417,14,102,28,95,157,133,28,-34,69,83.333336,97.666664,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-06,2,4,44416,12,104,28,93,107,146,45,-11,66,43.0,47.35404,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-01-18,1,4,45533,15,95,36,100,97,104,17,113,47,48.666668,51.3125,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-27,4,4,45529,19,110,22,128,69,121,12,104,37,50.0,41.225353,Rain,Normal,weekday,MP,0,0,0,1,0,0,0,1,1,0,0,1,0
2022-03-28,0,4,44418,8,70,19,67,116,80,33,4,69,82.666664,88.22436,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-01-23,6,4,41367,22,160,0,50,58,183,5,-3,43,44.333332,37.083332,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-06-27,0,4,44058,21,21,25,102,127,73,3,26,50,51.0,68.06767,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-31,3,4,44417,9,166,48,99,66,127,201,28,37,37.666668,40.943264,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-08,1,4,45532,10,117,46,52,118,79,16,83,103,105.0,106.80851,Light Rain,Normal,weekday,OP,1,0,0,0,0,0,0,1,1,0,0,0,1
2022-01-17,0,4,41730,22,108,25,84,89,124,20,13,68,52.666668,52.115383,Light Snow,Normal,weekday,MP,0,1,0,0,0,0,0,1,1,0,0,1,0
2022-06-03,4,4,44066,16,67,12,56,139,76,82,77,92,101.0,93.84375,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-14,4,4,45532,21,80,27,62,108,107,10,87,64,58.666668,57.357143,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-11,5,4,41350,16,293,50,50,139,261,26,81,88,103.0,101.9887,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-06-12,6,4,44056,8,73,26,86,135,88,20,21,139,119.666664,91.88587,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-28,4,4,41371,6,82,24,87,60,88,9,11,64,59.666668,55.863636,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-04-12,1,4,44057,16,245,21,47,139,252,59,31,82,92.333336,97.12941,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-25,4,4,45538,8,221,72,62,135,195,20,-23,89,76.0,90.951614,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-26,1,4,45533,12,166,70,69,107,158,16,-71,69,48.666668,44.478874,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-28,5,4,44417,7,68,25,82,112,93,20,-2,86,72.333336,74.42623,Light Rain,Normal,weekend,OP,1,0,0,0,0,0,0,1,0,1,0,0,1
2022-04-05,1,4,44413,16,39,13,63,179,121,20,-101,100,99.333336,113.84167,Normal,Cold,weekday,AP,0,0,1,0,0,1,0,0,1,0,1,0,0
2022-06-07,1,4,45538,3,97,18,42,69,111,58,20,48,44.666668,44.691544,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-17,6,4,41354,26,140,19,31,73,148,201,20,58,55.0,56.931374,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-25,4,4,41348,25,164,20,75,48,134,40,-2,33,36.0,39.45652,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-21,0,4,41733,21,190,53,69,117,194,107,60,85,62.0,64.72321,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-14,0,4,41343,6,124,21,100,45,64,53,86,70,56.666668,51.525425,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-04,4,4,41349,7,86,28,38,127,112,62,-40,77,79.0,79.16,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-07,3,4,45530,8,63,15,67,97,82,35,101,70,74.0,76.14445,Light Snow,Normal,weekday,MP,0,1,0,0,0,0,0,1,1,0,0,1,0
2022-05-12,3,4,45543,23,121,17,40,55,123,16,-7,38,38.666668,37.333332,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-23,2,4,41374,24,204,14,42,138,234,93,-17,72,76.333336,90.35238,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-11,0,4,41364,27,52,14,56,120,107,18,-109,31,36.333332,43.932205,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-20,4,4,41343,19,120,17,87,57,125,25,29,44,40.666668,40.155174,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-10,3,4,41351,7,167,41,43,112,140,24,77,65,76.666664,74.75676,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-14,3,4,45537,6,183,21,120,52,137,142,61,61,56.0,53.54331,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-15,6,4,41360,21,129,18,50,78,123,42,104,52,50.0,48.55752,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-27,4,4,45534,5,187,53,92,104,123,8,8,103,107.0,105.20144,Light Rain,Normal,weekday,OP,1,0,0,0,0,0,0,1,1,0,0,0,1
2022-02-14,0,4,45536,22,265,61,65,89,242,59,15,111,119.0,63.34375,Light Rain,Normal,weekday,OP,1,0,0,0,0,0,0,1,1,0,0,0,1
2022-05-29,6,4,45542,18,105,14,50,72,110,5,-21,68,58.0,73.225,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-06-20,0,4,44061,22,214,15,70,81,214,10,-46,46,53.333332,54.840816,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-09,6,4,41369,3,120,0,49,55,144,14,136,37,41.333332,40.8,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-05-22,6,4,41368,15,117,44,97,65,81,33,59,48,51.333332,47.864197,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-03,3,4,41352,6,186,31,153,52,174,54,64,38,44.666668,51.765625,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-19,2,4,41374,20,115,39,63,111,136,87,66,44,43.333332,58.0,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-28,0,4,44057,8,117,26,65,116,108,44,89,100,100.666664,84.68687,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-15,1,4,44418,9,168,42,108,57,147,47,140,33,31.0,38.40278,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-05-17,1,4,44418,12,114,39,72,123,159,32,-52,42,37.666668,48.63404,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-21,0,4,41363,12,97,34,90,107,133,8,69,33,32.0,44.287357,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-22,2,4,41343,23,234,30,63,60,213,-5,94,43,42.666668,40.58289,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-14,0,4,45539,2,93,57,171,75,63,72,-9,47,69.666664,55.848103,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-05-18,2,4,41734,24,67,17,36,138,99,50,31,87,90.666664,86.192986,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-04-09,5,4,41353,18,184,35,53,87,130,6,55,62,79.0,82.27586,Snow,Normal,weekend,OP,0,0,0,0,1,0,0,1,0,1,0,0,1
2022-04-20,2,4,41354,15,80,27,92,75,84,44,68,39,47.0,49.305264,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-23,2,4,44057,8,150,26,83,135,181,69,23,91,95.0,89.10227,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-13,0,4,41732,10,215,35,32,135,179,108,-28,112,117.0,108.629265,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-27,3,4,44418,19,113,19,115,93,146,93,18,47,50.666668,84.57143,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-12,5,4,41366,24,187,18,36,92,192,16,65,81,66.666664,71.208336,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-03-01,1,4,45535,27,9,15,66,161,107,24,-116,47,43.333332,53.253166,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-16,5,4,41348,21,138,28,41,98,157,15,76,55,51.0,61.148148,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-06-30,3,4,41359,26,157,24,41,87,157,14,-48,79,70.333336,80.21481,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-22,1,4,41363,9,129,83,71,66,80,17,-7,32,35.666668,40.69748,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-28,1,4,41734,5,123,57,97,104,76,26,70,85,93.333336,100.62914,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-12,1,4,44416,15,202,64,85,97,183,6,143,57,50.333332,54.49107,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-20,4,4,41726,27,74,26,92,161,154,161,-351,48,50.666668,53.951218,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-25,4,4,41355,15,262,65,136,87,225,38,42,52,50.0,61.304348,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-08,6,4,44066,23,66,0,36,44,66,24,33,32,33.666668,33.02667,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-02-08,1,4,41345,12,114,19,54,92,142,-1,78,28,31.666666,39.82353,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-11,4,4,44064,8,158,20,60,116,191,62,1,77,87.0,85.97143,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-05-28,5,4,41366,9,224,63,64,66,183,83,-18,30,36.666668,34.22619,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-08,1,4,41353,22,146,45,57,96,148,33,-126,84,73.666664,62.25,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-05-16,0,4,41360,4,64,14,75,188,138,30,118,129,107.666664,115.95795,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-22,1,4,45544,13,166,67,31,95,108,11,64,82,81.333336,92.81295,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-01-31,0,4,44410,3,90,19,49,69,96,28,40,39,57.666668,47.5283,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-05-24,1,4,41369,21,185,35,50,127,221,12,-9,56,54.666668,69.695,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-18,4,4,45537,23,201,15,69,50,204,33,-45,33,38.0,37.14118,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-12,2,4,44416,9,82,59,103,66,56,78,71,36,34.0,38.363636,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-29,1,4,41359,19,213,24,89,69,216,34,97,34,43.666668,48.434425,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-23,5,4,44066,26,104,16,32,66,105,6,85,47,52.0,53.247787,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-02-25,4,4,41726,4,111,23,37,156,124,115,-25,119,113.0,118.870964,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-07,1,4,44076,10,251,80,62,168,221,49,70,128,139.33333,119.288734,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-01-25,1,4,45537,12,211,25,62,107,258,54,12,63,44.0,46.026318,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
